unix,date,time,symbol,open,high,low,close,Volume,BTC,Volume.1,USDT,tradecount
1508284800,2017-10-18,BTC/USDT,5595,5596.0,5037.95,5512.06,2295.6,12337122.76,,,,
1508371200,2017-10-19,BTC/USDT,5512.06,5710.0,5490.26,5683.9,1869.04,10537781.67,,,,
1508457600,2017-10-20,BTC/USDT,5683.9,6110.0,5600.0,6010.01,1930.56,11235714.66,,,,
1508544000,2017-10-21,BTC/USDT,6010.01,6171.0,5850.03,6024.97,1650.65,10031910.73,,,,
1508630400,2017-10-22,BTC/USDT,6024.97,6060.0,5720.03,5950.02,1347.95,7951487.14,,,,
1508716800,2017-10-23,BTC/USDT,5950.02,6080.0,5621.03,5915.93,1788.86,10468709.39,,,,
1508803200,2017-10-24,BTC/USDT,5915.93,5925.0,5450.0,5477.03,2555.89,14426687.47,,,,
1508889600,2017-10-25,BTC/USDT,5477.03,5704.96,5286.98,5689.99,2256.1,12398533.97,,,,
1508976000,2017-10-26,BTC/USDT,5689.99,5939.99,5650.0,5861.77,1959.75,11340558.63,,,,
1509062400,2017-10-27,BTC/USDT,5861.77,5980.0,5649.24,5768.83,1394.13,8110889.65,,,,
1509148800,2017-10-28,BTC/USDT,5768.83,5850.02,5630.03,5719.64,1269.38,7265286.61,,,,
1509235200,2017-10-29,BTC/USDT,5719.64,6189.88,5648.01,6169.98,1783.44,10494670.52,,,,
1509321600,2017-10-30,BTC/USDT,6169.98,6248.68,6030.0,6120.5,1467.03,8989412.91,,,,
1509408000,2017-10-31,BTC/USDT,6120.5,6498.01,6100.0,6463.0,1498.91,9405855.26,,,,
1509494400,2017-11-01,BTC/USDT,6463,6774.67,6338.02,6753.98,1659.85,10848260.96,,,,
1509580800,2017-11-02,BTC/USDT,6753.98,7300.0,6685.1,7019.98,2459.59,17065694.69,,,,
1509667200,2017-11-03,BTC/USDT,7019.98,7346.34,6923.0,7115.04,1857.73,13371961.76,,,,
1509753600,2017-11-04,BTC/USDT,7115.04,7480.99,6901.0,7357.09,1385.7,9967485.56,,,,
1509840000,2017-11-05,BTC/USDT,7357.09,7590.25,7279.02,7345.01,1192.58,8887109.79,,,,
1509926400,2017-11-06,BTC/USDT,7345.01,7401.0,6906.0,6960.12,1741.45,12518224.29,,,,
1510012800,2017-11-07,BTC/USDT,6960.12,7198.49,6901.0,7064.04,1421.75,10043061.88,,,,
1510099200,2017-11-08,BTC/USDT,7064.04,7770.0,6651.0,7303.0,2726.84,19801967.39,,,,
1510185600,2017-11-09,BTC/USDT,7303,7392.0,7015.0,7079.99,1893.28,13654254.41,,,,
1510272000,2017-11-10,BTC/USDT,7079.99,7279.91,6255.01,6506.98,3186.23,21622898.73,,,,
1510358400,2017-11-11,BTC/USDT,6506.98,6797.98,6100.0,6245.05,2685.67,17244601.14,,,,
1510444800,2017-11-12,BTC/USDT,6245.05,6630.0,5325.01,5811.03,4854.44,29032268.06,,,,
1510531200,2017-11-13,BTC/USDT,5811.03,6697.47,5699.99,6465.99,2543.41,16021297.87,,,,
1510617600,2017-11-14,BTC/USDT,6465.99,6684.98,6311.07,6574.99,1228.66,8002218.02,,,,
1510704000,2017-11-15,BTC/USDT,6574.99,7298.0,6574.99,7240.06,1745.83,12209260.29,,,,
1510790400,2017-11-16,BTC/USDT,7240.06,7940.0,7076.0,7864.5,2294.2,17218742.72,,,,
1510876800,2017-11-17,BTC/USDT,7864.5,7989.0,7451.0,7699.19,3893.14,30331551.17,,,,
1510963200,2017-11-18,BTC/USDT,7699.19,7819.99,7422.0,7761.94,3912.88,30018085.64,,,,
1511049600,2017-11-19,BTC/USDT,7761.94,8123.15,7650.33,8038.0,3845.99,30155811.14,,,,
1511136000,2017-11-20,BTC/USDT,8038,8319.99,7954.0,8212.0,3857.0,31325904.01,,,,
1511222400,2017-11-21,BTC/USDT,8212,8400.0,7801.0,8119.51,4468.09,36459262.83,,,,
1511308800,2017-11-22,BTC/USDT,8119.51,8322.68,8091.09,8205.92,3518.81,28909672.15,,,,
1511395200,2017-11-23,BTC/USDT,8205.92,8260.0,8000.0,8019.99,4054.54,33078791.97,,,,
1511481600,2017-11-24,BTC/USDT,8019.99,8369.0,7850.0,8138.0,4331.83,35190695.02,,,,
1511568000,2017-11-25,BTC/USDT,8138,8734.78,8090.0,8700.01,4228.66,35557462.89,,,,
1511654400,2017-11-26,BTC/USDT,8700.01,9350.0,8604.72,9128.02,4108.18,36788798.23,,,,
1511740800,2017-11-27,BTC/USDT,9128.02,9654.28,9112.04,9650.0,4473.98,42510408.37,,,,
1511827200,2017-11-28,BTC/USDT,9650,9939.0,9570.5,9896.8,4877.07,47842436.8,,,,
1511913600,2017-11-29,BTC/USDT,9896.8,11300.03,8520.0,9687.88,13041.92,132892125.36,,,,
1512000000,2017-11-30,BTC/USDT,9687.88,10900.0,8850.8,9838.96,9181.76,89443707.91,,,,
1512086400,2017-12-01,BTC/USDT,9838.96,10898.0,9380.0,10782.99,6033.85,61238619.44,,,,
1512172800,2017-12-02,BTC/USDT,10782.99,11190.0,10620.0,10890.01,4700.93,51343786.05,,,,
1512259200,2017-12-03,BTC/USDT,10890.01,11825.0,10500.0,11165.41,5212.23,58847089.26,,,,
1512345600,2017-12-04,BTC/USDT,11165.41,11600.0,10802.0,11579.0,4599.15,52088059.28,,,,
1512432000,2017-12-05,BTC/USDT,11579,11853.0,11447.68,11699.99,5510.92,64256817.15,,,,
1512518400,2017-12-06,BTC/USDT,11699.99,13615.23,11665.58,13550.05,6556.68,82493149.76,,,,
1512604800,2017-12-07,BTC/USDT,13550.05,16649.96,13050.0,16599.0,7262.95,106276261.15,,,,
1512691200,2017-12-08,BTC/USDT,16599,17204.99,14015.0,15880.0,17344.04,267790028.46,,,,
1512777600,2017-12-09,BTC/USDT,15880,16269.3,12535.0,14656.07,13725.0,202610478.58,,,,
1512864000,2017-12-10,BTC/USDT,14656.07,15720.12,12368.0,14899.98,16107.43,227450819.89,,,,
1512950400,2017-12-11,BTC/USDT,14899.98,17470.0,14899.98,16587.97,11632.79,189991754.64,,,,
1513036800,2017-12-12,BTC/USDT,16587.97,16976.45,15875.0,16349.99,9309.36,153618681.17,,,,
1513123200,2017-12-13,BTC/USDT,16349.99,16546.0,14666.56,16033.29,12216.88,193659309.9,,,,
1513209600,2017-12-14,BTC/USDT,16033.29,16445.0,15450.0,16334.98,11220.26,179714368.68,,,,
1513296000,2017-12-15,BTC/USDT,16334.98,17991.0,16298.45,17539.83,8999.13,156645098.58,,,,
1513382400,2017-12-16,BTC/USDT,17539.83,19539.0,17190.01,19102.66,4118.28,74736577.26,,,,
1513468800,2017-12-17,BTC/USDT,19102.66,19798.68,18510.0,18860.02,8980.73,172113390.51,,,,
1513555200,2017-12-18,BTC/USDT,18860.02,19300.0,17029.98,18856.25,10280.98,190057336.85,,,,
1513555200000,2017-12-18,00:00:00,BTC/USDT,18860.04,19300.0,17029.98,18856.25,10624.633071,196339245.745198,91956.0,,
1513641600000,2017-12-19,00:00:00,BTC/USDT,18856.25,18950.0,16300.0,17295.2,13210.74822,232790625.923367,116569.0,,
1513728000000,2017-12-20,00:00:00,BTC/USDT,17295.2,17720.35,14777.66,16488.98,13450.496693000001,221193892.50223902,129762.0,,
1513814400000,2017-12-21,00:00:00,BTC/USDT,16480.52,17309.5,14022.0,15492.64,20324.2173,320176825.29037595,117731.0,,
1513900800000,2017-12-22,00:00:00,BTC/USDT,15514.03,15699.34,10961.0,13326.61,36076.271175,477509934.718287,243261.0,,
1513987200000,2017-12-23,00:00:00,BTC/USDT,13326.61,14950.0,12978.18,13300.0,13141.538875,184759685.33206698,135005.0,,
1514073600000,2017-12-24,00:00:00,BTC/USDT,13300.0,13819.99,11640.0,13500.0,28557.534988,365709589.603029,173557.0,,
1514160000000,2017-12-25,00:00:00,BTC/USDT,13500.0,14300.0,12708.0,13699.34,15748.207606999998,213139657.62891498,116416.0,,
1514246400000,2017-12-26,00:00:00,BTC/USDT,13699.34,16050.0,13533.0,15689.01,15034.668103999998,224843731.89656898,133133.0,,
1514332800000,2017-12-27,00:00:00,BTC/USDT,15709.98,16498.05,14200.15,15459.99,14959.864722999999,231229932.482041,142202.0,,
1514419200000,2017-12-28,00:00:00,BTC/USDT,15459.97,15539.99,13150.0,14182.11,21717.858013999998,303401227.98652,178032.0,,
1514505600000,2017-12-29,00:00:00,BTC/USDT,14199.14,14981.0,13850.0,14378.9,18072.008116,260911629.218077,142100.0,,
1514592000000,2017-12-30,00:00:00,BTC/USDT,14378.99,14398.85,11750.0,12440.01,19221.158038999998,247803953.752486,190204.0,,
1514678400000,2017-12-31,00:00:00,BTC/USDT,12345.1,14050.11,12149.98,13716.36,11768.989718,155283285.367041,138893.0,,
1514764800000,2018-01-01,00:00:00,BTC/USDT,13715.65,13818.55,12750.0,13380.0,8609.915844,114799747.44197099,105595.0,,
1514851200000,2018-01-02,00:00:00,BTC/USDT,13382.16,15473.49,12890.02,14675.11,20078.092111,279717107.433719,177728.0,,
1514937600000,2018-01-03,00:00:00,BTC/USDT,14690.0,15307.56,14150.0,14919.51,15905.667639,236116868.33619,162787.0,,
1515024000000,2018-01-04,00:00:00,BTC/USDT,14919.51,15280.0,13918.04,15059.54,21329.649574000003,312781583.798308,170310.0,,
1515110400000,2018-01-05,00:00:00,BTC/USDT,15059.56,17176.24,14600.0,16960.39,23251.491125,369321956.486838,192969.0,,
1515196800000,2018-01-06,00:00:00,BTC/USDT,16960.39,17143.13,16011.21,17069.79,18571.457508,309216920.98641,158242.0,,
1515283200000,2018-01-07,00:00:00,BTC/USDT,17069.79,17099.96,15610.0,16150.03,12493.125558,206194706.370684,120269.0,,
1515369600000,2018-01-08,00:00:00,BTC/USDT,16218.85,16322.3,12812.0,14902.54,26600.609912,396569997.157463,208642.0,,
1515456000000,2018-01-09,00:00:00,BTC/USDT,14902.54,15500.0,14011.05,14400.0,14315.004253000001,210630187.457669,156656.0,,
1515542400000,2018-01-10,00:00:00,BTC/USDT,14401.0,14955.66,13131.31,14907.09,17411.001655,244011366.76302797,161476.0,,
1515628800000,2018-01-11,00:00:00,BTC/USDT,14940.0,14968.68,11400.0,13238.78,33554.723751,446587594.693738,239416.0,,
1515715200000,2018-01-12,00:00:00,BTC/USDT,13238.76,14109.78,12500.0,13740.01,16417.162137,222516076.27145898,134452.0,,
1515801600000,2018-01-13,00:00:00,BTC/USDT,13749.95,14580.0,13706.15,14210.0,12221.508528,173086488.54788402,123639.0,,
1515888000000,2018-01-14,00:00:00,BTC/USDT,14210.0,14339.5,12569.2,13474.99,17017.894329,226525305.129381,152364.0,,
1515974400000,2018-01-15,00:00:00,BTC/USDT,13477.98,14249.99,13147.79,13539.93,14652.094705000001,200614554.53834298,145362.0,,
1516060800000,2018-01-16,00:00:00,BTC/USDT,13500.0,13542.93,9035.0,10900.0,63401.169175,722150828.1494019,418243.0,,
1516147200000,2018-01-17,00:00:00,BTC/USDT,10899.99,11680.99,9037.94,10988.79,72331.796646,744154180.1312059,517293.0,,
1516233600000,2018-01-18,00:00:00,BTC/USDT,10972.59,11878.82,10435.33,10961.97,48464.434937,541289614.0584049,393112.0,,
1516320000000,2018-01-19,00:00:00,BTC/USDT,10960.0,11795.0,10360.0,11474.98,34129.375421,382773499.226579,273271.0,,
1516406400000,2018-01-20,00:00:00,BTC/USDT,11474.98,13099.0,11412.45,12799.94,28768.857827,358561107.78097004,251647.0,,
1516492800000,2018-01-21,00:00:00,BTC/USDT,12799.8,12799.8,10965.0,11530.0,41379.773426,485289230.818892,360207.0,,
1516579200000,2018-01-22,00:00:00,BTC/USDT,11530.0,11926.35,9900.24,10760.05,43752.606791000006,475716514.20869696,363264.0,,
1516665600000,2018-01-23,00:00:00,BTC/USDT,10760.05,11399.0,9905.0,10799.18,37473.922551999996,399419413.232981,355286.0,,
1516752000000,2018-01-24,00:00:00,BTC/USDT,10799.14,11570.48,10500.0,11349.99,27158.587762,299470607.4302,293429.0,,
1516838400000,2018-01-25,00:00:00,BTC/USDT,11349.96,11794.05,10950.21,11175.27,20839.954183,236081364.973652,221040.0,,
1516924800000,2018-01-26,00:00:00,BTC/USDT,11184.7,11643.0,10311.15,11089.0,33056.871960000004,360482470.173754,314720.0,,
1517011200000,2018-01-27,00:00:00,BTC/USDT,11089.0,11650.0,10842.69,11491.0,18860.768345,212663199.53348202,207478.0,,
1517097600000,2018-01-28,00:00:00,BTC/USDT,11499.98,12244.0,11408.0,11879.95,16887.339524000003,200211582.943454,206247.0,,
1517184000000,2018-01-29,00:00:00,BTC/USDT,11879.95,11975.02,11139.55,11251.0,14170.377537999999,162110154.878804,169199.0,,
1517270400000,2018-01-30,00:00:00,BTC/USDT,11250.11,11308.42,9900.0,10237.51,25554.372946,268978329.508615,259212.0,,
1517356800000,2018-01-31,00:00:00,BTC/USDT,10230.0,10425.85,9700.0,10285.1,18015.956805,181644207.113163,201422.0,,
1517443200000,2018-02-01,00:00:00,BTC/USDT,10285.1,10335.0,8750.99,9224.52,33564.764311,317636345.984371,316020.0,,
1517529600000,2018-02-02,00:00:00,BTC/USDT,9224.52,9250.0,8010.02,8873.03,49971.626975,434236483.704487,453411.0,,
1517616000000,2018-02-03,00:00:00,BTC/USDT,8873.03,9473.01,8229.0,9199.96,28725.000735,256834729.05991098,327519.0,,
1517702400000,2018-02-04,00:00:00,BTC/USDT,9199.96,9368.0,7930.0,8184.81,32014.308449,274912288.42132205,356134.0,,
1517788800000,2018-02-05,00:00:00,BTC/USDT,8179.99,8382.8,6625.0,6939.99,63403.18257899999,471166218.713447,533510.0,,
1517875200000,2018-02-06,00:00:00,BTC/USDT,6939.63,7878.0,6000.01,7652.14,100201.50030700001,684364276.366669,785996.0,,
1517961600000,2018-02-07,00:00:00,BTC/USDT,7655.02,8476.0,7150.01,7599.0,60778.460497,477935038.81177694,514893.0,,
1518048000000,2018-02-08,00:00:00,BTC/USDT,7599.0,7844.0,7572.09,7784.02,1521.537318,11770168.043866001,12417.0,,
1518134400000,2018-02-09,00:00:00,BTC/USDT,7789.9,8738.0,7789.9,8683.92,20482.910825,173348469.811879,273091.0,,
1518220800000,2018-02-10,00:00:00,BTC/USDT,8683.93,9065.78,8120.0,8533.98,49381.512653,423411421.93097997,537578.0,,
1518307200000,2018-02-11,00:00:00,BTC/USDT,8533.99,8549.0,7726.53,8063.88,45025.187952,366966437.249889,524626.0,,
1518393600000,2018-02-12,00:00:00,BTC/USDT,8063.82,8989.0,8053.0,8903.0,41987.85049,362440826.994377,477660.0,,
1518480000000,2018-02-13,00:00:00,BTC/USDT,8903.0,8950.0,8351.0,8539.9,35454.972956,305165143.696923,401893.0,,
1518566400000,2018-02-14,00:00:00,BTC/USDT,8535.17,9489.6,8533.0,9449.99,40811.952867,370126692.728233,514897.0,,
1518652800000,2018-02-15,00:00:00,BTC/USDT,9449.98,10219.5,9301.5,10000.09,52427.596715,512388484.73178303,608349.0,,
1518739200000,2018-02-16,00:00:00,BTC/USDT,10000.89,10323.37,9666.0,10159.98,38161.205974000004,381103299.223885,405310.0,,
1518825600000,2018-02-17,00:00:00,BTC/USDT,10156.07,11075.07,10050.0,11039.55,41882.108407,446012696.169267,413585.0,,
1518912000000,2018-02-18,00:00:00,BTC/USDT,11039.55,11274.0,10080.0,10383.43,61137.380728,649423311.3100231,537534.0,,
1518998400000,2018-02-19,00:00:00,BTC/USDT,10375.01,11250.0,10270.33,11153.0,40831.417131,443766562.683066,366882.0,,
1519084800000,2018-02-20,00:00:00,BTC/USDT,11147.11,11786.01,11100.59,11200.99,48153.354288,551573232.242959,432197.0,,
1519171200000,2018-02-21,00:00:00,BTC/USDT,11195.07,11304.03,10200.0,10437.6,68113.81875399999,731537130.4921861,542340.0,,
1519257600000,2018-02-22,00:00:00,BTC/USDT,10439.02,10933.44,9679.0,9811.04,67060.16648300001,682006373.869588,506273.0,,
1519344000000,2018-02-23,00:00:00,BTC/USDT,9815.55,10435.0,9570.19,10131.04,57202.702370000006,571800753.470976,467480.0,,
1519430400000,2018-02-24,00:00:00,BTC/USDT,10131.04,10496.97,9352.0,9694.51,40888.156299,405618586.64803797,337918.0,,
1519516800000,2018-02-25,00:00:00,BTC/USDT,9694.51,9847.0,9274.8,9590.0,28373.517586,271286599.126086,233567.0,,
1519603200000,2018-02-26,00:00:00,BTC/USDT,9590.0,10444.32,9350.0,10324.0,34878.292756,347559259.738452,285276.0,,
1519689600000,2018-02-27,00:00:00,BTC/USDT,10321.0,10870.0,10121.0,10569.04,30705.385123000004,324295371.141466,240542.0,,
1519776000000,2018-02-28,00:00:00,BTC/USDT,10584.33,11098.0,10300.0,10326.76,30800.983782,327914696.130675,277886.0,,
1519862400000,2018-03-01,00:00:00,BTC/USDT,10325.64,11060.41,10240.0,10920.0,25092.553930000002,268172535.381129,230428.0,,
1519948800000,2018-03-02,00:00:00,BTC/USDT,10923.36,11200.0,10770.0,11039.0,23910.71009,262936307.007858,211691.0,,
1520035200000,2018-03-03,00:00:00,BTC/USDT,11038.99,11544.0,11015.01,11464.48,21287.153280000002,241749497.90247202,190444.0,,
1520121600000,2018-03-04,00:00:00,BTC/USDT,11464.47,11565.0,11050.02,11515.0,17295.918653,194849579.125021,168359.0,,
1520208000000,2018-03-05,00:00:00,BTC/USDT,11515.0,11710.0,11415.01,11454.0,15144.231063,174866951.398065,164318.0,,
1520294400000,2018-03-06,00:00:00,BTC/USDT,11455.0,11455.0,10555.48,10716.48,29515.572363,323842216.648596,250306.0,,
1520380800000,2018-03-07,00:00:00,BTC/USDT,10716.48,10899.0,9389.31,9910.0,50647.67108,514808033.487921,396721.0,,
1520467200000,2018-03-08,00:00:00,BTC/USDT,9910.0,10099.0,9060.0,9271.64,41109.473226,394641280.63843703,336514.0,,
1520553600000,2018-03-09,00:00:00,BTC/USDT,9267.07,9410.0,8329.0,9227.0,64112.291407000004,567082901.13194,462712.0,,
1520640000000,2018-03-10,00:00:00,BTC/USDT,9230.0,9490.0,8667.07,8770.22,37180.012857,341210248.414818,288066.0,,
1520726400000,2018-03-11,00:00:00,BTC/USDT,8770.22,9740.0,8450.0,9533.57,44325.973386,403491260.92753196,333367.0,,
1520812800000,2018-03-12,00:00:00,BTC/USDT,9533.57,9888.88,8780.0,9131.34,42230.777930000004,395562731.865037,336642.0,,
1520899200000,2018-03-13,00:00:00,BTC/USDT,9131.34,9474.0,8823.0,9150.0,40191.409358,367353984.71328396,342734.0,,
1520985600000,2018-03-14,00:00:00,BTC/USDT,9151.92,9333.78,7900.28,8170.0,49708.094108,426058009.755946,399127.0,,
1521072000000,2018-03-15,00:00:00,BTC/USDT,8184.01,8430.0,7650.0,8240.98,52291.022277,422130717.47310096,400529.0,,
1521158400000,2018-03-16,00:00:00,BTC/USDT,8240.98,8611.64,7900.0,8260.0,38815.409893000004,322355002.16519505,255807.0,,
1521244800000,2018-03-17,00:00:00,BTC/USDT,8260.0,8348.62,7721.99,7824.8,33110.206329,265973111.617629,292041.0,,
1521331200000,2018-03-18,00:00:00,BTC/USDT,7824.01,8317.4,7322.0,8189.99,59488.231711,458311733.51882005,423336.0,,
1521417600000,2018-03-19,00:00:00,BTC/USDT,8189.0,8705.23,8088.4,8600.0,55297.084941999994,462654338.982128,360414.0,,
1521504000000,2018-03-20,00:00:00,BTC/USDT,8595.01,9050.0,8280.0,8909.98,44865.105835,387879393.470614,298261.0,,
1521590400000,2018-03-21,00:00:00,BTC/USDT,8909.96,9177.01,8750.6,8885.0,39972.405371,358157473.361232,293696.0,,
1521676800000,2018-03-22,00:00:00,BTC/USDT,8884.82,9100.0,8465.1,8722.9,40617.556808999994,354804129.343309,276449.0,,
1521763200000,2018-03-23,00:00:00,BTC/USDT,8720.0,8909.0,8269.0,8898.03,39991.007666000005,340755592.544531,278571.0,,
1521849600000,2018-03-24,00:00:00,BTC/USDT,8898.04,8999.95,8491.0,8546.86,35466.609572,313254829.905137,270300.0,,
1521936000000,2018-03-25,00:00:00,BTC/USDT,8531.25,8669.85,8365.77,8470.15,29001.769316,247023172.30795497,215660.0,,
1522022400000,2018-03-26,00:00:00,BTC/USDT,8470.14,8514.89,7831.0,8134.23,44033.59566,358429758.873195,310462.0,,
1522108800000,2018-03-27,00:00:00,BTC/USDT,8134.22,8215.94,7730.0,7795.51,37427.64805,297609656.440437,266540.0,,
1522195200000,2018-03-28,00:00:00,BTC/USDT,7795.51,8109.0,7728.0,7949.3,26401.33167,209186093.18318,183620.0,,
1522281600000,2018-03-29,00:00:00,BTC/USDT,7949.3,7975.0,6941.11,7090.14,54620.915125,405591158.632318,359537.0,,
1522368000000,2018-03-30,00:00:00,BTC/USDT,7090.16,7292.43,6600.1,6840.23,65306.031976,450352009.17099804,400057.0,,
1522454400000,2018-03-31,00:00:00,BTC/USDT,6840.24,7223.36,6777.0,6923.91,36868.539087,258341534.472362,240293.0,,
1522540800000,2018-04-01,00:00:00,BTC/USDT,6922.0,7049.98,6430.0,6813.01,44071.430463,297470498.819563,260942.0,,
